4129537,9983,20160712,0.037617329522
2166529,6928,20160727,0.0124355694755
2166529,1808,20160727,0.0124355694755
6172162,6500,20160708,0.00125551101011
4005121,9983,20160706,0.0847858311586
4347394,9983,20160716,0.0847858311586
3094273,13602,20160727,0.037617329522
5139970,9983,20160729,0.0469975932263
3237121,13602,20160703,0.037617329522
6224386,9983,20160716,0.0147203191781
6488578,13602,20160712,0.0847858311586
4164865,9983,20160703,0.0215821808697
4164865,8059,20160706,0.00666997897383
6258178,9144,20160706,0.126441461041
3659521,7341,20160727,0.00117875667445
3659521,13181,20160717,0.00359393861069
3659521,13602,20160718,0.0847858311586
7333378,13602,20160704,0.0847858311586
7333378,785,20160727,0.0124883323154
4454914,2978,20160711,0.028147496077
6817282,8375,20160724,0.00117875667445
3149569,10418,20160721,0.0847858311586
6301186,1715,20160718,0.00218833173862
6301186,4203,20160708,0.037617329522
2891521,13602,20160724,0.0847858311586
3422977,13602,20160727,0.0847858311586
4771330,13602,20160726,0.00533894567898
4513282,11799,20160712,0.0079619917956
3439873,13602,20160713,0.0847858311586
6632962,13602,20160727,0.0847858311586
6632962,10438,20160705,0.016210305803
6912514,9934,20160724,0.0847858311586
2699011,13602,20160705,0.0847858311586
5406214,3903,20160722,0.00664794873013
5406214,2440,20160722,0.00664794873013
3359491,10418,20160725,0.0215821808697
4147459,5743,20160715,0.0207003033395
5427718,4912,20160704,0.126441461041
5427718,662,20160704,0.0207003033395
5427718,1528,20160704,0.00493228859325
2848003,13602,20160702,0.0215821808697
2726659,10842,20160724,0.00218833173862
3649795,2978,20160723,0.028147496077
3649795,10418,20160701,0.0847858311586
2612995,9983,20160703,0.0108698858708
3808003,9983,20160721,0.00833872121715
3812611,3992,20160721,0.0215821808697
6853126,13181,20160721,0.0207003033395
4251142,10609,20160707,0.0847858311586
3442435,13602,20160713,0.0847858311586
3182851,11986,20160731,0.000310585159248
7175686,7774,20160706,0.00493228859325
7175686,9983,20160717,0.0847858311586
3199747,8059,20160712,0.00833320606813
3199747,3429,20160718,0.0469975932263
6140422,6480,20160728,0.126441461041
4001029,13602,20160704,0.037617329522
4603402,5482,20160723,0.00562259037107
6443530,13602,20160722,0.0847858311586
3627781,10418,20160713,0.0847858311586
4913674,8059,20160712,0.00666997897383
3506437,13602,20160719,0.0847858311586
2329861,13849,20160724,0.0207003033395
5733898,13183,20160705,0.126441461041
2480389,2978,20160703,0.028147496077
3928837,1904,20160722,0.0560988792612
3017989,13602,20160730,0.0215821808697
5776906,13602,20160706,0.0847858311586
6332938,13602,20160724,0.0847858311586
2398981,13602,20160722,0.037617329522
3208453,10418,20160713,0.00664794873013
7205386,13602,20160729,0.037617329522
4866574,13602,20160723,0.0847858311586
4866574,9983,20160725,0.037617329522
5394958,2601,20160712,0.00666997897383
6445582,13602,20160713,0.0847858311586
5941774,9983,20160711,0.0147203191781
2842375,3429,20160725,0.0847858311586
2324743,10418,20160701,0.0847858311586
6491662,4654,20160717,0.0321855956865
3644167,11463,20160710,0.0207003033395
3644167,11463,20160706,0.0207003033395
3644167,11463,20160708,0.0207003033395
3644167,11463,20160711,0.0207003033395
3644167,11463,20160713,0.0207003033395
2862343,3004,20160712,0.00918420119595
2862343,2070,20160721,0.00918420119595
