4129537,9983,20160712,0.0350583722482
2166529,6928,20160727,0.00186021007469
2166529,1808,20160727,0.00186021007469
6172162,6500,20160708,0.00130844484558
4005121,9983,20160706,0.196076273071
4347394,9983,20160716,0.196076273071
3094273,13602,20160727,0.0350583722482
5139970,9983,20160729,0.0102369357349
3237121,13602,20160703,0.0350583722482
6224386,9983,20160716,0.00721870135646
6488578,13602,20160712,0.196076273071
4164865,9983,20160703,0.0136583277741
4164865,8059,20160706,0.00500623454852
6258178,9144,20160706,0.11011342202
3659521,7341,20160727,0.00034386257505
3659521,13181,20160717,0.00302613507044
3659521,13602,20160718,0.196076273071
7333378,13602,20160704,0.196076273071
7333378,785,20160727,0.0204458070086
4454914,2978,20160711,0.114350364295
6817282,8375,20160724,0.00034386257505
3149569,10418,20160721,0.196076273071
6301186,1715,20160718,0.00335853313974
6301186,4203,20160708,0.0350583722482
2891521,13602,20160724,0.196076273071
3422977,13602,20160727,0.196076273071
4771330,13602,20160726,0.00162897487214
4513282,11799,20160712,0.000914807257126
3439873,13602,20160713,0.196076273071
6632962,13602,20160727,0.196076273071
6632962,10438,20160705,0.00290351868566
6912514,9934,20160724,0.196076273071
2699011,13602,20160705,0.196076273071
5406214,3903,20160722,0.00240804981099
5406214,2440,20160722,0.00240804981099
3359491,10418,20160725,0.0136583277741
4147459,5743,20160715,0.0821966801397
5427718,4912,20160704,0.11011342202
5427718,662,20160704,0.0821966801397
5427718,1528,20160704,0.0187837774202
2848003,13602,20160702,0.0136583277741
2726659,10842,20160724,0.00335853313974
3649795,2978,20160723,0.114350364295
3649795,10418,20160701,0.196076273071
2612995,9983,20160703,0.00517022459417
3808003,9983,20160721,0.00331243050923
3812611,3992,20160721,0.0136583277741
6853126,13181,20160721,0.0821966801397
4251142,10609,20160707,0.196076273071
3442435,13602,20160713,0.196076273071
3182851,11986,20160731,0.000156053054978
7175686,7774,20160706,0.0187837774202
7175686,9983,20160717,0.196076273071
3199747,8059,20160712,0.00146180492878
3199747,3429,20160718,0.0102369357349
6140422,6480,20160728,0.11011342202
4001029,13602,20160704,0.0350583722482
4603402,5482,20160723,0.00072205522636
6443530,13602,20160722,0.196076273071
3627781,10418,20160713,0.196076273071
4913674,8059,20160712,0.00500623454852
3506437,13602,20160719,0.196076273071
2329861,13849,20160724,0.0821966801397
5733898,13183,20160705,0.11011342202
2480389,2978,20160703,0.114350364295
3928837,1904,20160722,0.0196882431425
3017989,13602,20160730,0.0136583277741
5776906,13602,20160706,0.196076273071
6332938,13602,20160724,0.196076273071
2398981,13602,20160722,0.0350583722482
3208453,10418,20160713,0.00240804981099
7205386,13602,20160729,0.0350583722482
4866574,13602,20160723,0.196076273071
4866574,9983,20160725,0.0350583722482
5394958,2601,20160712,0.00500623454852
6445582,13602,20160713,0.196076273071
5941774,9983,20160711,0.00721870135646
2842375,3429,20160725,0.196076273071
2324743,10418,20160701,0.196076273071
6491662,4654,20160717,0.00767030700205
3644167,11463,20160710,0.0821966801397
3644167,11463,20160706,0.0821966801397
3644167,11463,20160708,0.0821966801397
3644167,11463,20160711,0.0821966801397
3644167,11463,20160713,0.0821966801397
2862343,3004,20160712,0.0146967390025
2862343,2070,20160721,0.0146967390025
2862343,7821,20160721,0.000425077502649
2862343,14,20160731,0.11011342202
4676110,9983,20160727,0.0102369357349
3135751,3992,20160724,0.00240804981099
4054279,9983,20160729,0.196076273071
4192519,13602,20160723,0.0136583277741
2363143,3780,20160703,0.00767030700205
2363143,13161,20160703,0.00767030700205
2363143,2978,20160724,0.114350364295
2363143,10438,20160729,0.00767030700205
3025159,10438,20160701,0.00405391175817
3025159,13602,20160725,0.0350583722482
6574606,8059,20160729,0.00103080975552
2771719,13602,20160728,0.0350583722482
2513671,9983,20160723,0.196076273071
7136782,13602,20160714,0.0136583277741
3568903,8596,20160722,0.00537449476121
5047822,13602,20160722,0.196076273071
3704071,10110,20160716,0.00767030700205
3704071,10110,20160707,0.00767030700205
