4129537,9983,20160712,0.077641984184
2166529,6928,20160727,0.0105263157895
2166529,1808,20160727,0.0105263157895
6172162,6500,20160708,0.0299676307821
4005121,9983,20160706,0.375079291242
4347394,9983,20160716,0.375079291242
3094273,13602,20160727,0.0784088696512
5139970,9983,20160729,0.0125597327357
3237121,13602,20160703,0.0784088696512
6224386,9983,20160716,0.0142724235632
6488578,13602,20160712,0.404029123669
4164865,9983,20160703,0.0342538165518
4164865,8059,20160706,0.176870748299
3659521,7341,20160727,0.0808080808081
3659521,13181,20160717,0.00052573822409
3659521,13602,20160718,0.404029123669
7333378,13602,20160704,0.404029123669
7333378,785,20160727,0.00020554344441
4454914,2978,20160711,0.41714374207
6817282,8375,20160724,0.0281481481481
3149569,10418,20160721,0.0125089670014
2891521,13602,20160724,0.404029123669
3422977,13602,20160727,0.404029123669
4771330,13602,20160726,0.0006435998968
4513282,11799,20160712,3.09677419355e-05
3439873,13602,20160713,0.404029123669
6632962,13602,20160727,0.404029123669
6632962,10438,20160705,0.0112359550562
6912514,9934,20160724,0.22367194781
2699011,13602,20160705,0.404029123669
5406214,3903,20160722,0.00980392156863
5406214,2440,20160722,0.00980392156863
3359491,10418,20160725,0.00107604017217
4147459,5743,20160715,0.106673241289
5427718,4912,20160704,0.0167658193618
5427718,662,20160704,0.0167658193618
5427718,1528,20160704,0.402379664684
2848003,13602,20160702,0.0140160932796
2726659,10842,20160724,0.333333333333
3649795,2978,20160723,0.41714374207
3649795,10418,20160701,0.0125089670014
2612995,9983,20160703,0.0108470419081
3808003,9983,20160721,0.00742166025289
3812611,3992,20160721,0.0215552671877
6853126,13181,20160721,0.00768161960753
4251142,10609,20160707,0.134977030247
3442435,13602,20160713,0.404029123669
3182851,11986,20160731,0.0277777777778
7175686,9983,20160717,0.375079291242
3199747,8059,20160712,0.00680272108844
3199747,3429,20160718,0.0666666666667
6140422,6480,20160728,0.25
4001029,13602,20160704,0.0784088696512
4603402,5482,20160723,0.00390625
6443530,13602,20160722,0.404029123669
3627781,10418,20160713,0.0125089670014
4913674,8059,20160712,0.176870748299
3506437,13602,20160719,0.404029123669
5733898,13183,20160705,0.555555555556
2480389,2978,20160703,0.41714374207
3928837,1904,20160722,0.000332446808511
3017989,13602,20160730,0.0140160932796
5776906,13602,20160706,0.404029123669
6332938,13602,20160724,0.404029123669
2398981,13602,20160722,0.0784088696512
3208453,10418,20160713,0.000269010043042
7205386,13602,20160729,0.0784088696512
4866574,13602,20160723,0.404029123669
4866574,9983,20160725,0.077641984184
5394958,2601,20160712,0.0261310638298
6445582,13602,20160713,0.404029123669
5941774,9983,20160711,0.0142724235632
2842375,3429,20160725,0.8
2324743,10418,20160701,0.0125089670014
6491662,4654,20160717,0.333333333333
3644167,11463,20160710,1.0
3644167,11463,20160706,1.0
3644167,11463,20160708,1.0
3644167,11463,20160711,1.0
3644167,11463,20160713,1.0
2862343,3004,20160712,0.125
2862343,2070,20160721,0.125
2862343,7821,20160721,0.0625
2862343,14,20160731,0.122448979592
4676110,9983,20160727,0.0125597327357
3135751,3992,20160724,0.00554528650647
4054279,9983,20160729,0.375079291242
4192519,13602,20160723,0.0140160932796
2363143,3780,20160703,0.0561797752809
2363143,13161,20160703,0.0561797752809
2363143,2978,20160724,0.41714374207
2363143,10438,20160729,0.0561797752809
3025159,10438,20160701,0.0449438202247
3025159,13602,20160725,0.0784088696512
6574606,8059,20160729,0.0408163265306
2771719,13602,20160728,0.0784088696512
2513671,9983,20160723,0.375079291242
7136782,13602,20160714,0.0140160932796
3568903,8596,20160722,0.08
5047822,13602,20160722,0.404029123669
3183367,4132,20160723,0.333333333333
4276750,13602,20160726,0.404029123669
6408718,13602,20160724,0.0784088696512
4587022,8059,20160717,0.163265306122
4587022,9983,20160717,0.375079291242
3212041,13602,20160715,0.404029123669
5903890,13602,20160724,0.404029123669
4598290,1904,20160709,0.00119982408273
3093769,8306,20160728,0.16368286445
3093769,8059,20160728,0.176870748299
3093769,9983,20160716,0.375079291242
3093769,8306,20160728,0.16368286445
4370962,8059,20160722,0.176870748299
6208018,2920,20160729,0.493105581842
2189065,2096,20160715,0.0308641975309
4029193,13602,20160703,0.404029123669
3910921,9983,20160712,0.00742166025289
3910921,13602,20160711,0.404029123669
6773266,2096,20160717,0.154320987654
2347273,13602,20160725,0.404029123669
4190473,10284,20160720,0.142857142857
3536137,13602,20160728,0.404029123669
2358025,13602,20160703,0.000214533298933
3930889,10438,20160729,0.0337078651685
3930889,13602,20160704,0.000812527146644
4066057,13602,20160724,0.404029123669
3024649,3992,20160709,0.0369685767098
6862354,13602,20160731,0.404029123669
6078994,10438,20160716,0.0112359550562
3310345,10438,20160731,0.460674157303
6112786,13602,20160714,0.0784088696512
2930953,2978,20160724,0.41714374207
6939154,10418,20160727,0.00551470588235
6939154,2978,20160727,0.41714374207
3208969,3985,20160724,0.00183823529412
3208969,11876,20160724,0.0441176470588
2296075,13602,20160728,0.000609395359983
2173195,2601,20160703,0.0137531914894
5948950,10418,20160720,0.0125089670014
2723083,4277,20160724,0.00401606425703
4177675,9983,20160721,0.077641984184
4177675,13602,20160719,0.00345324037324
6790678,13602,20160723,0.0784088696512
3531019,8059,20160717,0.00680272108844
3021067,13320,20160722,0.000288948295906
2773771,4727,20160725,0.272377837712
6385174,9983,20160712,0.0125597327357
2933515,13602,20160702,0.00345324037324
6925846,13602,20160714,0.0784088696512
6925846,9983,20160721,0.00742166025289
6667798,9983,20160710,0.077641984184
6667798,8499,20160725,0.0210781132426
6667798,13602,20160704,0.0784088696512
5887510,3093,20160704,0.112781954887
